Name,Description,founded year,total funding amount (in usd),number of funding rounds,last funding date,last funding amount (in usd),city,region,country,investor names,founder names,number of employees,sector,website,linkedin url,market_size_billion,cagr_percent,timing_score,competitor_count,market_stage,confidence_score_market,us_sentiment,sea_sentiment,total_funding_billion,momentum_score
"ZipData, INC","ZipData, INC is a digital solution designed to streamline the referral and prior authorization process. As part of their solution, they provide a webapp and virtual print driver that uses AI and ML to integrate with any information system to obtain appropriate information and clinical histories from any Electronic Medical Records (EMRs).  ZipData can electronically transfer the data required through a variety of options including API, FHIR, and HL7 integration.  This allows for fast data transfer and scalability.",2013,1315000.0,3,2020-10-14,240000.0,Irving,Texas,United States,,Aneesa Majid|Duke Pham|Jay Zerner|Suzanne Slonim|William Thompson,5,"""AI-Driven Healthcare Data Integration Solutions""",https://www.zipdatasolutions.com/,https://www.linkedin.com/company/ziprad-llc/?trk=top_nav_home,0.5,20.0,2.5,10,unknown,0.85,3.0,2.5,0.15,2.8
Guru,"Guru is a knowledge management platform that enables teams and companies to effectively capture, distribute, and organize knowledge. The platform is designed to act as a single source of truth for information within an organization, allowing employees to easily access the information they require when they need it. Guru enables users to collect knowledge in real-time, whether through manual entry, browser extensions, or connection with other applications. This ensures that critical information is kept and available right away.",2013,70700000.0,6,2020-04-20,30000000.0,Philadelphia,Pennsylvania,United States,Accel|Emergence Capital|Thrive Capital|Salesforce Ventures|FirstMark,Mitchell Stewart|Rick Nucci,175,"""AI-Driven Knowledge Management Solutions for Enterprises""",http://www.getguru.com/,https://www.linkedin.com/company/getguru,0.15,30.0,2.5,10,unknown,0.85,3.0,2.5,0.15,2.8
Trustlook,"Trustlook (www.trustlook.com) is a global leader in next-generation cybersecurity products based on artificial intelligence. Their innovative SECUREai engine delivers the performance and scalability needed to provide total threat protection against malware and other forms of attack. Trustlook's solutions protect users from both known and zero-day threats by analyzing millions of code-level and behavior combinations to find malicious patterns. Founded in 2013, the company is headquartered in San Jose and managed by leading security experts from Palo Alto Networks, FireEye, Google and Yahoo.",2013,35111689.0,6,2016-03-31,13611689.0,San Jose,California,United States,Amino Capital|Trustbridge Partners|DHVC|ZhenFund|Spark Labs,Allan Zhang|Tao Xie,30,"""AI-Driven Cybersecurity Solutions for Threat Protection""",http://www.trustlook.com/,https://www.linkedin.com/company/trustlook-mobile-security,0.3,23.6,2.5,25,unknown,0.85,2.8,2.5,0.15,2.8
Applied Biosensors,"Applied Biosensors develops biosensors and an analytics platform for continuous, real time monitoring of biochemical markets. They provide application solutions for the detection, prevention, and management of diseases.",2013,2310138.0,4,2023-07-07,674999.0,Salt Lake City,Utah,United States,National Science Foundation,Prashant Tathireddy,5,"""Real-Time Biochemical Monitoring and Analytics Solutions""",http://appliedbiosensors.com/,https://www.linkedin.com/company/applied-biosensors/,7.5,10.4,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
R&B Technology Group,"R&B Technology Group is a leading pioneer on developing cutting edge technology in artificial intelligence and integrating it with domain applications, including but not limited to, building energy efficiency, renewable energy, and manufacturing analytics.",2013,18900000.0,4,2020-01-13,6100000.0,Sugar Land,Texas,United States,JAFCO Asia|BP Ventures|Susquehanna International Group|Aspinall Capital Partners|CLP Innovation Ventures,Charles Wong|Glenn Wu,75,"""AI-Driven Energy Efficiency Solutions for Industry""",http://www.rnbtechgroup.com/,https://www.linkedin.com/company/r&btechnologyholdingco.ltd.,0.5,15.0,3.5,10,unknown,0.85,4.0,3.5,0.5,3.0
Avata Intelligence,"Avata Intelligence provides a cloud-based Natural Language Assistant (NLA) that automates information tasks, allowing you to focus on driving business value. Our NLA can organize and manage all your content, retrieve specific content on demand, directly answer questions, and monitor external resources for important updates. Avata, the future of information assistance.",2013,2500000.0,1,2016-06-07,2500000.0,Venice,California,United States,Aristos Ventures,James Pita|Manish Jain|Ripple Goyal|Zaré Baghdasarian,30,"""Cloud-Based Natural Language Processing Solutions""",https://avata.ai/,https://www.linkedin.com/company/12900870/,1.2,21.1,3.8,25,growth,0.85,4.5,4.0,2.1,4.0
Entigenlogic,Entigenlogic is an artificial intelligence software company whose natural language understanding technology enables computer systems to read and extract information from the text and to build knowledge networks that understand concepts and relationships.,2013,8465579.0,2,2023-09-11,400000.0,Schaumburg,Illinois,United States,,Frank Williams,30,"""Natural Language Processing for Knowledge Extraction""",https://www.entigenlogic.com/,https://www.linkedin.com/company/entigenlogic,3.8,21.1,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Sightly,"Sightly is a data and technology company dedicated to helping clients achieve their real-time marketing goals. We empower brands and media agencies to connect with culture and maintain brand suitability controls thanks to our Brand Mentality technology, which transforms a brand’s unique DNA into a real-time algorithm, enabling marketers to react to trending moments and cultural content with speed and authenticity. Through strategic data partnerships and cutting-edge AI, Sightly provides custom insights that are contextually actionable across YouTube, TikTok, Connected TV, programmatic platforms, and creative development, and is driving powerful results for our clients",2013,5448770.0,3,2015-12-14,1153950.0,New York,New York,United States,Plug and Play|500 Global|F50|TomorrowVentures|Laconia Ventures,John McIntyre,75,"""Real-Time Marketing Analytics and AI Solutions""",https://www.sightly.com/,https://www.linkedin.com/company/sightly/,0.5,15.0,3.5,15,unknown,0.85,4.0,3.5,0.5,3.0
Predictronics,"Predictronics delivers AI-based predictive analytics solutions and services which provide businesses with actionable data insights that drive real-world impact in industrial applications, bringing value to our customers by reducing downtime, optimizing productivity, and improving product quality. Based in Cincinnati, Ohio, Predictronics’ team of experts uniquely combine our industrial domain knowledge with extensive experience in designing, developing, deploying, and integrating predictive analysis and monitoring software and solutions. Predictronics has been recognized twice by the National Association of Manufacturers for our predictive solutions, receiving the Manufacturing Leadership Partner Award in 2019 and 2021 for our work with Maxion Wheels and MacLean-Fogg. Since its founding in 2013, Predictronics has grown to provide our technologies and services to more than 70 major businesses worldwide, including many Fortune 500 companies, developing solutions for a wide range of industrial applications, such as manufacturing, energy, transportation, industrial equipment, robots, and more.",2013,3350000.0,2,2019-08-18,3200000.0,Cincinnati,Ohio,United States,National Science Foundation|TVS Motor Singapore,David Siegel|Edzel Lapira|Patrick Brown,30,"""Industrial AI Predictive Analytics Solutions Provider""",https://predictronics.com/,https://www.linkedin.com/company/predictronics/,1.2,25.0,3.5,20,growth,0.85,3.8,3.5,0.5,3.7
Roadly,Mobile application for drivers to help them while on the road and simultaneously collect data for self driving cars.,2013,900000.0,2,2021-07-01,500000.0,New York,New York,United States,Starta VC,Eugene Nikolskiy|Marat Bashlykov,30,"""Mobile Data Collection for Autonomous Vehicle Navigation""",http://road.ly/,https://www.linkedin.com/company/roadlyinc,0.3,30.0,2.5,10,unknown,0.85,3.5,3.0,0.15,2.8
Wise Athena,"Wise Athena - get the right prices every promotional cycle using artificial intelligence. Their goal with creating Wise Athena was to leverage artificial intelligence to help CPG companies predict the right price in just one click. We have reimagined every element to create a precise, affordable and easy-to-use tool that redefines the future of pricing for CPGs.",2013,3833452.0,10,2019-03-15,1983452.0,Houston,Texas,United States,Techstars|K Fund|European Commission|VentureOut,Alfonso Vazquez|Iosu Santurtun|Octavio Hinojosa|Ricardo Flores,30,"""AI-Driven Pricing Optimization for Consumer Goods""",https://wiseathena.com/,https://www.linkedin.com/company/wiseathena-com,0.2,25.0,2.5,10,unknown,0.85,3.0,2.5,0.15,2.8
Zymergen,"Zymergen is a biotechnology company that specializes in the fields of machine learning, big data, and artificial intelligence. The company partner with nature to create materials and products across industries from agriculture to electronics, consumer care to pharmaceuticals, and more.",2013,974140000.0,6,2020-09-08,300000000.0,Emeryville,California,United States,Goldman Sachs|Two Sigma Ventures|True Ventures|Perceptive Advisors|Obvious Ventures,Jed Dean|Joshua Hoffman|Zach Serber,750,"""Biotechnology Solutions Integrating AI and Big Data""",http://www.zymergen.com/,https://www.linkedin.com/company/zymergen,0.5,40.0,2.5,10,unknown,0.85,3.5,3.0,0.3,2.8
MaxQ-AI,"MaxQ-AI utilizes advanced cognitive analytics and artificial intelligence to deliver real time decision support tools to improve clinical outcomes in acute medical scenarios. The MaxQ team of artificial intelligence, machine learning, deep learning and algorithmic experts and its medical advisory boards in Israel and the United States are achieving breakthroughs in standards of cost and care.",2013,9000000.0,3,2017-12-01,7000000.0,Andover,Massachusetts,United States,,Jacob Cohen|Michael Rosenberg|Netanel Peri|Robert Mehler,30,"""AI-Driven Clinical Decision Support Systems""",http://www.maxq.ai/,https://www.linkedin.com/company/maxq-ai/,1.2,15.0,3.5,20,unknown,0.85,3.8,3.2,0.5,3.7
