Name,Description,founded year,total funding amount (in usd),number of funding rounds,last funding date,last funding amount (in usd),city,region,country,investor names,founder names,number of employees,sector,website,linkedin url,market_size_billion,cagr_percent,timing_score,competitor_count,market_stage,confidence_score_market,us_sentiment,sea_sentiment,total_funding_billion,momentum_score
Zan Compute,"Zan Compute's smart washroom AI platform (SWAP) is an intelligent IoT platform with advanced sending and machine learning that better suits the needs of property owners, managers and occupants. SWAP is a cloud-based AI solution enabling facility managers and operators to adopt a predictive cleaning process and maintain a higher quality of service, in an easy, efficient and cost-effective manner.platform that provides access to the right data to the right people at the right time.",2014,2150000.0,3,2021-12-30,,Santa Clara,California,United States,Agility Capital|Kärcher New Venture|Bobrick Washroom Equipment|Inc|DayCon|Impala Ventures,Junaith Shahabdeen,30,"""AI-Driven Smart Building Management Solutions""",https://www.zancompute.com/,https://www.linkedin.com/company/zancompute/,7.3,28.4,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Buoy Health,"Buoy provides a personalized all-in-one platform to help guide consumers back to health. Whether it's chatting about symptoms with Buoy Assistant to get help in the moment of sickness or researching benefits through Buoy Dashboard, Buoy is available 24/7 to help make self-diagnosis and navigating the healthcare system simple and easy. For employers, Buoy can be custom configured to surface benefits information and wellness programs, guide employees to in-network providers, and fully integrate with other health portals.  The company was founded in 2014 and is headquartered in Boston, Massachusetts.",2014,63221855.0,7,2020-11-10,37500000.0,Boston,Massachusetts,United States,Humana|MassChallenge|F-Prime|Trustbridge Partners|Optum Ventures,Adam Lathram|Andrew Le|Eddie Reyes|Nathanael Ren,75,"""Personalized Digital Health Navigation Solutions""",https://www.buoyhealth.com/,https://www.linkedin.com/company/buoyhealth/,0.5,15.0,3.5,10,unknown,0.85,4.0,3.5,0.5,3.0
Vettd.ai,"Vettd is a data innovation platform that makes research and discovery easier for people so they can gain instant access to information they need to know. With Vettd, your CRM, HRIS, ATS, Marketplace, or Product become even more effective. Vettd is designed to amplify your intuition and intelligence by adapting to your specific use case and software. Built from your data ecosystem using tailored AI, NLP, and Search technologies, Vettd assesses thousands of data points in seconds, creating new automated services that deliver unparalleled productivity within applications you use today or to power new products that previously seemed impossible. Our mission is to help every organization in the world maximize its impact through data innovation. Vettd is dedicated to providing the tools, knowledge, and resources companies need to realize their visions of tomorrow. By achieving Data Innovation outcomes, you gain Advantage 2.0 which is the differentiator for businesses looking for a lasting competitive edge and is realized through the combination of a Data-Driven culture, use-case-specific Data Ecosystems, Data-First Applications, and AI. Everyone at Vettd loves making a challenging vision of tomorrow, a reality today. So, reach out and connect with us so we can do something amazingly innovative together.",2014,2500000.0,1,2018-04-10,2500000.0,Bellevue,Washington,United States,,Andrew Buhrmann|Jesse Smith,30,"""AI-Driven Data Innovation and Analytics Platform""",https://www.vettd.ai/,https://www.linkedin.com/company/vettd,0.4197,53.65,3.5,10,growth,0.85,4.0,3.5,0.1,3.0
Serotiny,Serotiny is an AI-based platform that invents multi-domain therapeutic proteins for CAR T-cell therapies. It also helps in developing multi-domain proteins for cell therapies for the treatment of cancer and a genetic disorder.,2014,3149959.0,2,2018-07-10,2999999.0,San Francisco,California,United States,National Science Foundation|8VC|+ND Capital,Colin Farlow|Justin Farlow,30,"""AI-Driven Therapeutic Protein Development for Cancer Treatment""",https://serotiny.bio/,https://www.linkedin.com/company/serotiny/,53.7,7.2,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Passage,"Passage is a platform that powers customized ticketing, payments and technology, both online and at-the-door, for small-to-mid-sized events. Passage helps event organizers grow (2x+ over two years on average) by providing them with professional features customized to their event category and more opportunities to generate revenue: in-person access, virtual access, season passes, merchandise, concessions, subscriptions, digital collectibles, and more.  In 2020, despite losing 99% of its business in March as the pandemic hit, Passage added virtual events and socially-distanced event technology (and accelerated digital lead gen), resulting in 84% YoY growth. In 2024, Passage will hit $3.1M in revenue on $46M in ticket sales, with a YoY jump in EBITDA of nearly $1M.",2014,2080000.0,8,2020-09-22,500000.0,Detroit,Michigan,United States,gener8tor|Right Side Capital Management|Novel Capital|Connetic Ventures|SmartHub,Alex Linebrink|Patrick Misch,5,"""Customized Event Ticketing and Payment Solutions Platform""",http://gopassage.com/,https://www.linkedin.com/company/passage,33.15,9.86,4.5,20,unknown,0.85,4.5,4.2,0.5,4.2
CareGuardian,"Careguardian was founded in 2014 with the vision of building a world where all caregivers are visible, recognized, and empowered. We recognized that delivering exceptional care and support for families started with reimagining how professional Caregivers are trained, supported, and connected. We extend that support to family caregivers as well, who play a vital role in ensuring older adults are able to age safely.",2014,43500000.0,3,2016-02-17,5000000.0,New York,New York,United States,Lux Capital|Oak HC/FT|Kaiser Permanente Ventures|IA Ventures|Recruit Strategic Partners,Akash Shah|Joshua Bruno,5,"""Digital Solutions for Caregiver Training and Support""",https://www.careguardianinc.com/,https://www.linkedin.com/company/hometeam-/,8.0,12.5,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Agency MVP,"Agency MVP is a smart sales and lead management system that ranks the most valuable and likely to close leads using its own data algorithms. The company offers lead prioritization, smart automation, and data integrations. With features for agents/owners, producers, marketers, and CSRs, MVP's customers range from single agents and producers to 10+ staff members from various departments.",2014,3500000.0,1,2021-01-01,3500000.0,Irving,Texas,United States,Silverton Partners,Todd McLain,5,"""AI-Driven Sales and Lead Management Solutions""",https://www.agencymvp.com/,https://www.linkedin.com/company/agency-mvp,1.5,15.2,3.5,15,growth,0.85,4.2,3.8,0.5,3.5
Waylens Inc.,Waylens is a Boston based company developing camera technologies for automotive applications. The Waylens camera captures behind-the-wheel adventures so they can easily be saved or shared with the world. It does this by fusing data from multiple sensors to create a hyper-realistic video of your four wheeled experience.,2014,6800000.0,3,2017-06-01,,Boston,Massachusetts,United States,Foothill Ventures|E14 Fund|IDG Capital,Dawei Shen|Haowei Zhang|Michael Schmidt|Phil Salesses,30,"""Automotive Camera Technology and Data Fusion Solutions""",http://www.waylens.com/,https://www.linkedin.com/company/waylens,10.1,11.0,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Real Time Risk Solutions,"Real Time Risk Solutions develops mobile, risk management technology solutions that provide advanced analytics to analyze risk across any industry in real-time. Our technology allows business owners to empower their field workers with dynamic mobile apps that enable them to easily capture higher quality data wherever they go.  Real Time Risk Solutions works with all industries where risk needs to be managed remotely- particularly those impacted by OSHA. Whether it be the largest insurance carrier or a small construction company - they listen, understand, and deploy custom risk solutions with proprietary technology. Real Time Risk Solutions has been recognized as an innovator by such organizations as AXA XL, Zurich, Associated Builders and Contractors, National Association of Home Builders, American Society of Safety Professionals, and more.",2014,2010000.0,6,2020-05-18,750000.0,Chicago,Illinois,United States,Second Century Ventures,Cory Davis,5,"""Mobile Risk Management Analytics Solutions for Industries""",https://rtrs.co/,https://www.linkedin.com/company/real-time-risk-solutions/?originalSubdomain=in,5.0,10.0,3.5,15,unknown,0.85,4.0,3.5,0.5,3.0
Brud,"Brud is a group of Los Angeles based problem solvers specializing in robotics, artificial intelligence and their applications to media businesses. The company built a team of people interested in leveraging technology to better things as eloquently as possible.",2014,6100000.0,3,2019-01-14,,Los Angeles,California,United States,Founders Fund|Sequoia Capital|BoxGroup|Craft Ventures|Spark Capital,Sara DeCou|Trevor McFedries,75,"""AI-Driven Robotics for Media Applications""",http://brud.fyi/,https://www.linkedin.com/company/brudinc,1.2,20.0,3.5,20,growth,0.85,3.8,4.2,0.5,3.7
Oden Technologies,"Oden Technologies creates data capture and analytics platforms that can monitor and optimize production in real-time from any device. The company's platform integrates wireless industrial Internet of Things and proprietary cloud-based analytics into a single, easy platform, allowing clients to digitize production and constantly improve through clear data and actionable insights.",2014,58650000.0,7,2024-04-10,28500000.0,New York,New York,United States,EQT Ventures|LocalGlobe|Flat Capital|Ion Pacific|Atomico,Peter Brand|Willem Sundblad,30,"""Industrial IoT Data Analytics and Optimization Solutions""",https://oden.io/,https://www.linkedin.com/company/oden-technologies-ltd-,1.9,17.5,3.5,15,growth,0.85,4.2,4.0,0.5,3.5
Perception Health,"Healthcare Market Intelligence & Disease Prediction platform - With more than 28 billion medical claims, we have the industry’s strongest and fastest growing data framework. Add the simple, at-a-glance visuals, and the personalized expertise from our data scientists and you have a full spectrum tools that help validate strategies and optimize workflows that benefit providers, payers, and patients across your entire system. Optimizing Healthcare Through Predictive Intelligence - See entire markets at-a-glance and identify actionable information. Easily crosswalk codes between every care setting. Create predictions that identify disease indicators before they’re diagnosed. Show the care pathways and networks that maximize revenue.",2014,3000000.0,2,2021-01-25,1000000.0,Franklin,Tennessee,United States,,J Tod Fetherling,30,"""Predictive Analytics for Healthcare Market Intelligence Solutions""",https://www.perceptionhealth.com/,https://www.linkedin.com/company/perception-health/,2.5,12.5,4.2,20,unknown,0.85,4.5,4.0,1.5,4.0
